"444040","444020","DPF_PRODUKTFAMILIE_4ST_TEXT_DE","Query Item","400048"
"444052","444020","DPF_PRODUKTFAMILIE_TEXT","Query Item","400048"
"444044","444020","DPF_PRODUKTFAMILIE_TEXT_DE","Query Item","400048"
"448212","440008","DIM_TYP","Query Subject","400048"
"448220","448212","DT_MANDANT_NR","Query Item","400048"
"448224","448212","DT_TYP","Query Item","400048"
"448216","448212","DT_TYP_1ST","Query Item","400048"
"448232","448212","DT_TYP_1ST_TEXT","Query Item","400048"
"448228","448212","DT_TYP_GRUPPIERUNG","Query Item","400048"
"448236","448212","DT_TYP_GRUPPIERUNG_DE","Query Item","400048"
"448244","448212","DT_TYP_TEXT","Query Item","400048"
"448240","448212","DT_TYP_TEXT_DE","Query Item","400048"
"441176","440008","FA_110_VE_AUFTRAG","Query Subject","400048"
"441420","441176","AP_ABRUF_AUFTRAGS_MENGE","Query Item","400048"
"441212","441176","AP_ABRUF_AUFTRAGS_WERT","Query Item","400048"
"441388","441176","AP_ABRUF_GELIEFERTER_WERT","Query Item","400048"
"441640","441176","AP_ABRUF_GELIEFERTE_MENGE","Query Item","400048"
"441612","441176","AP_ABRUF_OFFENER_WERT","Query Item","400048"
"441304","441176","AP_ABRUF_OFFENE_MENGE","Query Item","400048"
"441456","441176","AP_AKF_KENNER","Query Item","400048"
"441572","441176","AP_AKKREDITIV_KENNER","Query Item","400048"
"441348","441176","AP_AKT_PREIS","Query Item","400048"
"441524","441176","AP_ARTIKEL_NR","Query Item","400048"
"441404","441176","AP_AUFNAHMEDATUM","Query Item","400048"
"441264","441176","AP_AUFTRAGSWERT_BRUTTO","Query Item","400048"
"441284","441176","AP_AUFTRAGS_ART","Query Item","400048"
"441272","441176","AP_AUFTRAGS_MENGE","Query Item","400048"
"441600","441176","AP_AUFTRAGS_NR","Query Item","400048"
"441256","441176","AP_AUFTRAGS_POS_NR","Query Item","400048"
"441580","441176","AP_AUFTRAGS_STATUS_KZ","Query Item","400048"
"441400","441176","AP_AUFTRAGS_UPOS","Query Item","400048"
"441220","441176","AP_AUFTRAGS_WERT","Query Item","400048"
"441616","441176","AP_AU_DISPONENT","Query Item","400048"
"441364","441176","AP_AU_DISPONENT_TEXT","Query Item","400048"
"441472","441176","AP_AWG_KENNER","Query Item","400048"
"441440","441176","AP_BRANCHE_NR_HIST","Query Item","400048"
"441432","441176","AP_DISPOTERMIN","Query Item","400048"
"441636","441176","AP_EINGANGSDATUM","Query Item","400048"
"441236","441176","AP_EURO_KURS","Query Item","400048"
"441544","441176","AP_FAKT_BETRAG","Query Item","400048"
"441564","441176","AP_FRACHTART_NR","Query Item","400048"
"441300","441176","AP_FREIGABE_KZ","Query Item","400048"
"441452","441176","AP_FREIGABE_KZ_DISP_PFAK","Query Item","400048"
"441392","441176","AP_GELIEFERTER_WERT","Query Item","400048"
"441648","441176","AP_GELIEFERTE_MENGE","Query Item","400048"
"441384","441176","AP_GRUND_PREIS","Query Item","400048"
"441540","441176","AP_GUTSCHRIFT_BETRAG","Query Item","400048"
"441340","441176","AP_KD_VORGANGS_ART","Query Item","400048"
"441560","441176","AP_KENNWORT","Query Item","400048"
"441368","441176","AP_KOMPLETT_VERSANDFAEHIG_DISP","Query Item","400048"
"441204","441176","AP_KORREKTURDATUM","Query Item","400048"
"441196","441176","AP_KUNDEN_BESTELL_NR","Query Item","400048"
"441652","441176","AP_KUNDEN_ID","Query Item","400048"
"441336","441176","AP_KUNDEN_NR","Query Item","400048"
"441180","441176","AP_LAGER426DE","Query Item","400048"
"441240","441176","AP_LAGERORT_426DE_MENGE","Query Item","400048"
"441276","441176","AP_LAGERORT_426DE_TAGE","Query Item","400048"
"441492","441176","AP_LAGERORT_426DE_WERT","Query Item","400048"
"441208","441176","AP_LTZT_LIEFERDATUM","Query Item","400048"
"441552","441176","AP_MAL_ODER_GETEILT","Query Item","400048"
"441584","441176","AP_MANDANT_NR","Query Item","400048"
"441500","441176","AP_MENGENEINHEIT","Query Item","400048"
"441408","441176","AP_MENGENFAKTOR","Query Item","400048"
"441200","441176","AP_MW_DISPONENT","Query Item","400048"
"441296","441176","AP_MW_DISPONENT_TEXT","Query Item","400048"
"441556","441176","AP_OFFENER_WERT","Query Item","400048"
"441228","441176","AP_OFFENE_MENGE","Query Item","400048"
"441504","441176","AP_PKVK_AU_DISPONENT","Query Item","400048"
"441216","441176","AP_POS_BERECHNUNGS_ART","Query Item","400048"
"441496","441176","AP_PREISEINHEIT","Query Item","400048"
